source_fifa_version,source_record_kind,player_id,name,overall,position,secondary_positions,age,nationality,club,league,preferred_foot,pace,shooting,passing,dribbling,defending,physical,image_url,auction_group,rating_tier,base_price_cr
24,REGULAR_CAREER,234236,P. Schick,83,ST,,27,Czech Republic,Bayer 04 Leverkusen,Bundesliga,Left,79,80,71,81,37,76,,ATT,GOOD,2
24,REGULAR_CAREER,210406,P. Zieliński,83,CM,CAM,29,Poland,Napoli,Serie A,Right,81,77,81,86,71,63,,MID,GOOD,2
24,REGULAR_CAREER,229391,Palhinha,83,CDM,CM,27,Portugal,Fulham,Premier League,Right,62,67,71,76,84,89,,MID,GOOD,2
24,REGULAR_CAREER,241464,Pau Torres,83,CB,,26,Spain,Aston Villa,Premier League,Left,72,38,68,70,84,81,,DEF,GOOD,2
24,REGULAR_CAREER,202652,R. Sterling,83,LW,"RW, ST",28,England,Chelsea,Premier League,Right,85,78,76,85,45,67,,ATT,GOOD,2
24,REGULAR_CAREER,230481,Ronaldo Cabrais,83,CAM,RM,31,Brazil,Palmeiras,Serie A,Right,88,77,83,84,35,72,,MID,GOOD,2
24,REGULAR_CAREER,251809,S. Botman,83,CB,,23,Netherlands,Newcastle United,Premier League,Left,65,37,63,66,84,84,,DEF,GOOD,2
24,REGULAR_CAREER,205693,S. Haller,83,ST,,29,Côte d'Ivoire,Borussia Dortmund,Bundesliga,Right,62,81,63,76,52,81,,ATT,GOOD,2
24,REGULAR_CAREER,202648,Sergi Darder,83,CM,"CDM, CAM",29,Spain,Mallorca,La Liga,Right,81,76,82,83,74,77,,MID,GOOD,2
24,REGULAR_CAREER,189511,Sergio Busquets,83,CDM,,34,Spain,Inter Miami,Major League Soccer,Right,37,62,79,79,81,73,,MID,GOOD,2
24,REGULAR_CAREER,155862,Sergio Ramos,83,CB,,37,Spain,Sevilla,La Liga,Right,57,69,73,70,83,76,,DEF,GOOD,2
24,REGULAR_CAREER,230869,Unai Simón,83,GK,,26,Spain,Athletic Club,La Liga,Right,,,,,,,,GK,GOOD,2
24,REGULAR_CAREER,199451,W. Ben Yedder,83,ST,,32,France,Monaco,Ligue 1,Right,80,84,78,87,39,68,,ATT,GOOD,2
24,REGULAR_CAREER,204638,W. Orban,83,CB,,30,Hungary,RB Leipzig,Bundesliga,Right,58,36,56,56,85,81,,DEF,GOOD,2
24,REGULAR_CAREER,243715,W. Saliba,83,CB,,22,France,Arsenal,Premier League,Right,82,39,69,73,84,82,,DEF,GOOD,2
24,REGULAR_CAREER,239837,A. Mac Allister,82,CM,"CAM, CDM",24,Argentina,Liverpool,Premier League,Right,70,79,82,82,70,72,,MID,GOOD,2
24,REGULAR_CAREER,246242,B. Dia,82,ST,"LW, CF",26,Senegal,Salernitana,Serie A,Right,82,81,62,81,27,77,,ATT,GOOD,2
24,REGULAR_CAREER,232488,C. Romero,82,CB,,25,Argentina,Tottenham Hotspur,Premier League,Right,70,46,59,66,84,80,,DEF,GOOD,2
24,REGULAR_CAREER,196978,C. Wilson,82,ST,,31,England,Newcastle United,Premier League,Right,80,82,67,79,42,76,,ATT,GOOD,2
24,REGULAR_CAREER,204963,Carvajal,82,RB,,31,Spain,Real Madrid,La Liga,Right,82,54,76,79,77,79,,DEF,GOOD,2
24,REGULAR_CAREER,231447,D. Malen,82,RM,ST,24,Netherlands,Borussia Dortmund,Bundesliga,Right,89,80,73,85,35,73,,MID,GOOD,2
24,REGULAR_CAREER,253072,D. Núñez,82,ST,LW,24,Uruguay,Liverpool,Premier League,Right,90,81,71,76,43,85,,ATT,GOOD,2
24,REGULAR_CAREER,236772,D. Szoboszlai,82,CAM,,22,Hungary,Liverpool,Premier League,Right,83,82,84,82,34,64,,MID,GOOD,2
24,REGULAR_CAREER,199434,D. Tadić,82,LW,"CF, RW",34,Serbia,Fenerbahçe,Super Lig,Left,64,80,85,83,43,76,,ATT,GOOD,2
24,REGULAR_CAREER,229558,D. Upamecano,82,CB,,24,France,FC Bayern München,Bundesliga,Right,83,45,63,72,81,83,,DEF,GOOD,2
24,REGULAR_CAREER,225341,David García,82,CB,,29,Spain,Osasuna,La Liga,Right,59,37,66,65,83,77,,DEF,GOOD,2
24,REGULAR_CAREER,248243,E. Camavinga,82,CDM,"CM, LB",20,France,Real Madrid,La Liga,Left,79,66,80,82,76,80,,MID,GOOD,2
24,REGULAR_CAREER,223197,E. Ünal,82,ST,,26,Turkey,Getafe,La Liga,Right,72,84,70,82,40,80,,ATT,GOOD,2
24,REGULAR_CAREER,226268,F. Dimarco,82,LWB,"LM, CB",25,Italy,Inter,Serie A,Left,79,71,80,79,74,71,,DEF,GOOD,2
24,REGULAR_CAREER,230938,F. Kessié,82,CDM,CM,26,Côte d'Ivoire,Al Ahli Jeddah,Pro League,Right,79,76,74,79,81,87,,MID,GOOD,2
24,REGULAR_CAREER,228618,F. Mendy,82,LB,,28,France,Real Madrid,La Liga,Left,92,64,76,77,77,86,,DEF,GOOD,2
24,REGULAR_CAREER,210047,F. Schär,82,CB,,31,Switzerland,Newcastle United,Premier League,Right,54,68,75,73,84,77,,DEF,GOOD,2
24,REGULAR_CAREER,184134,Fernando,82,CDM,CB,35,Brazil,Sevilla,La Liga,Right,63,62,74,73,82,81,,MID,GOOD,2
24,REGULAR_CAREER,241461,Ferran Torres,82,LW,"RW, ST",23,Spain,FC Barcelona,La Liga,Right,83,79,78,83,35,68,,ATT,GOOD,2
24,REGULAR_CAREER,199503,G. Xhaka,82,CM,CDM,30,Switzerland,Bayer 04 Leverkusen,Bundesliga,Left,49,74,82,73,75,82,,MID,GOOD,2
24,REGULAR_CAREER,211688,Gayà,82,LB,LWB,28,Spain,Valencia,La Liga,Left,81,61,77,79,78,74,,DEF,GOOD,2
24,REGULAR_CAREER,232498,Isi Palazón,82,RM,,28,Spain,Rayo Vallecano,La Liga,Left,84,79,79,82,39,64,,MID,GOOD,2
24,REGULAR_CAREER,204525,Iñigo Martínez,82,CB,,32,Spain,FC Barcelona,La Liga,Left,71,56,67,61,82,80,,DEF,GOOD,2
24,REGULAR_CAREER,251517,J. Gvardiol,82,CB,LB,21,Croatia,Manchester City,Premier League,Left,78,54,69,74,82,83,,DEF,GOOD,2
24,REGULAR_CAREER,233049,J. Sancho,82,LW,LM,23,England,Manchester United,Premier League,Right,78,70,80,87,33,47,,ATT,GOOD,2
24,REGULAR_CAREER,231591,Javi Galán,82,LB,LWB,28,Spain,Atlético Madrid,La Liga,Left,81,56,77,83,79,72,,DEF,GOOD,2
24,REGULAR_CAREER,223334,Joelinton,82,CM,LW,26,Brazil,Newcastle United,Premier League,Right,78,71,76,82,81,88,,MID,GOOD,2
24,REGULAR_CAREER,173608,Joselu,82,ST,,33,Spain,Real Madrid,La Liga,Right,63,84,69,74,33,77,,ATT,GOOD,2
24,REGULAR_CAREER,230375,Josué Chiamulera,82,CB,,31,Brazil,Athletico Paranaense,Serie A,Right,78,43,56,64,84,79,,DEF,GOOD,2
24,REGULAR_CAREER,212814,João Mário,82,RM,"LM, CM",30,Portugal,Benfica,Liga Portugal,Right,70,79,81,83,69,70,,MID,GOOD,2
24,REGULAR_CAREER,243580,L. Openda,82,ST,,23,Belgium,RB Leipzig,Bundesliga,Right,93,79,68,80,31,78,,ATT,GOOD,2
24,REGULAR_CAREER,229237,M. Akanji,82,CB,,27,Switzerland,Manchester City,Premier League,Right,77,48,70,72,83,78,,DEF,GOOD,2
24,REGULAR_CAREER,207410,M. Kovačić,82,CM,CDM,29,Croatia,Manchester City,Premier League,Right,69,69,82,87,71,70,,MID,GOOD,2
24,REGULAR_CAREER,241788,M. Taremi,82,ST,CF,30,Iran,Porto,Liga Portugal,Right,78,81,76,81,38,74,,ATT,GOOD,2
24,REGULAR_CAREER,220502,M. Zaccagni,82,LW,,28,Italy,Lazio,Serie A,Right,87,77,74,88,57,67,,ATT,GOOD,2
24,REGULAR_CAREER,229668,Mario Hermoso,82,CB,,28,Spain,Atlético Madrid,La Liga,Left,75,49,74,71,82,79,,DEF,GOOD,2
24,REGULAR_CAREER,236401,N. Mazraoui,82,RB,,25,Morocco,FC Bayern München,Bundesliga,Right,79,66,77,83,77,74,,DEF,GOOD,2
24,REGULAR_CAREER,233084,N. Molina,82,RB,"RWB, RM",25,Argentina,Atlético Madrid,La Liga,Right,85,67,76,79,78,71,,DEF,GOOD,2
24,REGULAR_CAREER,192366,N. Otamendi,82,CB,,35,Argentina,Benfica,Liga Portugal,Right,64,57,64,59,83,85,,DEF,GOOD,2
24,REGULAR_CAREER,252145,Nuno Mendes,82,LB,LWB,21,Portugal,Paris Saint Germain,Ligue 1,Left,89,58,75,80,77,76,,DEF,GOOD,2
24,REGULAR_CAREER,178509,O. Giroud,82,ST,,36,France,Milan,Serie A,Left,43,83,74,74,42,80,,ATT,GOOD,2
24,REGULAR_CAREER,225850,P. Kimpembe,82,CB,,27,France,Paris Saint Germain,Ligue 1,Left,79,43,68,69,81,86,,DEF,GOOD,2
24,REGULAR_CAREER,240950,Pedro Gonçalves,82,LW,"RW, CM",25,Portugal,Sporting CP,Liga Portugal,Right,76,82,81,84,58,66,,ATT,GOOD,2
24,REGULAR_CAREER,209889,R. Guerreiro,82,LB,"LM, CM",29,Portugal,FC Bayern München,Bundesliga,Left,65,78,85,88,76,55,,DEF,GOOD,2
24,REGULAR_CAREER,212188,T. Werner,82,ST,,27,Germany,RB Leipzig,Bundesliga,Right,91,80,70,82,35,69,,ATT,GOOD,2
24,REGULAR_CAREER,212096,V. Grifo,82,LM,"CF, CAM",30,Italy,SC Freiburg,Bundesliga,Right,71,80,83,81,40,64,,MID,GOOD,2
24,REGULAR_CAREER,235410,Y. En-Nesyri,82,ST,,26,Morocco,Sevilla,La Liga,Left,81,82,63,76,36,79,,ATT,GOOD,2
24,REGULAR_CAREER,214997,Á. Correa,82,ST,RM,28,Argentina,Atlético Madrid,La Liga,Right,85,84,77,86,50,75,,ATT,GOOD,2
24,REGULAR_CAREER,236276,A. Danjuma,81,ST,LM,26,Netherlands,Everton,Premier League,Right,86,81,76,83,44,67,,ATT,GOOD,2
24,REGULAR_CAREER,233731,A. Isak,81,ST,LW,23,Sweden,Newcastle United,Premier League,Right,83,81,72,84,39,72,,ATT,GOOD,2
24,REGULAR_CAREER,230899,A. Lookman,81,ST,"RM, RW",25,Nigeria,Atalanta,Serie A,Right,86,81,69,85,30,67,,ATT,GOOD,2
24,REGULAR_CAREER,205175,A. Milik,81,ST,,29,Poland,Juventus,Serie A,Left,59,83,72,78,40,74,,ATT,GOOD,2
24,REGULAR_CAREER,216388,A. Saint-Maximin,81,LM,LW,26,France,Al Ahli Jeddah,Pro League,Right,89,73,73,88,29,68,,MID,GOOD,2
24,REGULAR_CAREER,184941,A. Sánchez,81,ST,,34,Chile,Inter,Serie A,Right,71,83,80,85,48,66,,ATT,GOOD,2
24,REGULAR_CAREER,230294,Adriano Bisesi,81,ST,CF,31,Brazil,Bragantino,Serie A,Right,78,84,62,72,33,72,,ATT,GOOD,2
24,REGULAR_CAREER,230256,Adryan Zonta,81,LWB,LB,31,Brazil,Bragantino,Serie A,Left,93,66,75,76,72,77,,DEF,GOOD,2
24,REGULAR_CAREER,255475,Antony,81,RW,RM,23,Brazil,Manchester United,Premier League,Left,83,76,74,87,46,73,,ATT,GOOD,2
24,REGULAR_CAREER,229984,B. Chilwell,81,LB,LWB,26,England,Chelsea,Premier League,Left,74,60,78,78,77,73,,DEF,GOOD,2
24,REGULAR_CAREER,263578,Balde,81,LB,RB,19,Spain,FC Barcelona,La Liga,Left,91,48,73,78,75,64,,DEF,GOOD,2
24,REGULAR_CAREER,251892,Beto,81,ST,,25,Portugal,Everton,Premier League,Right,86,79,59,75,25,84,,ATT,GOOD,2
24,REGULAR_CAREER,228881,D. Calabria,81,RB,RWB,26,Italy,Milan,Serie A,Right,79,57,71,77,79,73,,DEF,GOOD,2
24,REGULAR_CAREER,233096,D. Dumfries,81,RWB,RM,27,Netherlands,Inter,Serie A,Right,83,63,70,73,78,89,,DEF,GOOD,2
24,REGULAR_CAREER,247394,D. Kulusevski,81,RW,,23,Sweden,Tottenham Hotspur,Premier League,Left,76,77,80,84,56,75,,ATT,GOOD,2
24,REGULAR_CAREER,215333,D. Zapata,81,ST,,32,Colombia,Torino,Serie A,Right,75,80,63,77,35,85,,ATT,GOOD,2
24,REGULAR_CAREER,201995,Felipe Anderson,81,RW,ST,30,Brazil,Lazio,Serie A,Right,87,78,77,85,63,73,,ATT,GOOD,2
24,REGULAR_CAREER,209519,G. Laborde,81,ST,,29,France,Nice,Ligue 1,Left,72,81,76,79,40,79,,ATT,GOOD,2
24,REGULAR_CAREER,221992,H. Lozano,81,RW,,27,Mexico,PSV,Eredivisie,Right,93,76,72,82,41,61,,ATT,GOOD,2
24,REGULAR_CAREER,239093,J. Clauss,81,RWB,"RM, RB",30,France,Olympique de Marseille,Ligue 1,Right,83,69,76,78,70,70,,DEF,GOOD,2
24,REGULAR_CAREER,243630,J. David,81,ST,,23,Canada,Lille,Ligue 1,Right,82,81,71,78,34,75,,ATT,GOOD,2
24,REGULAR_CAREER,198219,L. Insigne,81,LW,"CF, LM",32,Italy,Toronto,Major League Soccer,Right,80,78,81,86,36,44,,ATT,GOOD,2
24,REGULAR_CAREER,208618,Lucas Vázquez,81,RB,RW,32,Spain,Real Madrid,La Liga,Right,81,73,80,80,73,69,,DEF,GOOD,2
24,REGULAR_CAREER,230977,M. Almirón,81,RW,RM,29,Paraguay,Newcastle United,Premier League,Left,87,77,75,81,56,64,,ATT,GOOD,2
24,REGULAR_CAREER,216409,M. Politano,81,RW,RM,29,Italy,Napoli,Serie A,Left,83,77,78,84,42,55,,ATT,GOOD,2
24,REGULAR_CAREER,236786,M. Terrier,81,LM,ST,26,France,Rennes,Ligue 1,Right,84,82,75,79,36,72,,MID,GOOD,2
24,REGULAR_CAREER,240690,N. González,81,RW,LW,25,Argentina,Fiorentina,Serie A,Left,87,76,73,83,45,64,,ATT,GOOD,2
24,REGULAR_CAREER,230430,Oswaldinato,81,ST,,31,Brazil,Flamengo,Serie A,Right,76,81,67,77,20,79,,ATT,GOOD,2
24,REGULAR_CAREER,243576,Pedro Porro,81,RB,RWB,23,Spain,Tottenham Hotspur,Premier League,Right,82,73,77,81,74,77,,DEF,GOOD,2
24,REGULAR_CAREER,246172,S. Chukwueze,81,RW,RM,24,Nigeria,Milan,Serie A,Left,89,75,74,84,36,63,,ATT,GOOD,2
24,REGULAR_CAREER,198717,W. Zaha,81,LW,"CF, LM",30,Côte d'Ivoire,Galatasaray,Super Lig,Right,90,78,72,85,37,76,,ATT,GOOD,2
24,REGULAR_CAREER,243593,A. Laurienté,80,LW,"RW, ST",24,France,Sassuolo,Serie A,Right,84,76,75,82,35,47,,ATT,VALUE,1
24,REGULAR_CAREER,211300,A. Martial,80,ST,,27,France,Manchester United,Premier League,Right,80,78,73,84,35,66,,ATT,VALUE,1
24,REGULAR_CAREER,229880,A. Wan-Bissaka,80,RB,,25,England,Manchester United,Premier League,Right,83,50,68,77,77,71,,DEF,VALUE,1
24,REGULAR_CAREER,228941,André Silva,80,ST,,27,Portugal,Real Sociedad,La Liga,Right,74,80,70,81,46,77,,ATT,VALUE,1
24,REGULAR_CAREER,260815,Arnau Martínez,80,RB,RWB,20,Spain,Girona,La Liga,Right,79,50,72,76,76,70,,DEF,VALUE,1
24,REGULAR_CAREER,246186,Arthur Cabral,80,ST,,25,Brazil,Benfica,Liga Portugal,Right,74,79,64,76,32,80,,ATT,VALUE,1
24,REGULAR_CAREER,169416,C. Vela,80,RW,"LW, ST",34,Mexico,Los Angeles FC,Major League Soccer,Left,77,79,77,82,29,63,,ATT,VALUE,1
24,REGULAR_CAREER,170368,E. Lamela,80,RW,CAM,31,Argentina,Sevilla,La Liga,Left,79,77,78,83,54,69,,ATT,VALUE,1
24,REGULAR_CAREER,228520,E. Ávila,80,ST,"RM, LM",29,Argentina,Osasuna,La Liga,Right,78,81,65,78,45,85,,ATT,VALUE,1
24,REGULAR_CAREER,208670,H. Ziyech,80,RW,CAM,30,Morocco,Galatasaray,Super Lig,Left,74,75,83,81,50,64,,ATT,VALUE,1
24,REGULAR_CAREER,251852,K. Adeyemi,80,LM,"RM, ST",21,Germany,Borussia Dortmund,Bundesliga,Left,96,77,71,81,34,68,,MID,VALUE,1
24,REGULAR_CAREER,205632,L. Ocampos,80,RW,LW,28,Argentina,Sevilla,La Liga,Right,79,80,77,81,62,83,,ATT,VALUE,1
24,REGULAR_CAREER,235619,M. Edwards,80,RW,"LW, ST",24,England,Sporting CP,Liga Portugal,Left,85,73,71,86,33,48,,ATT,VALUE,1
